"Data Source","World Development Indicators","","","","","","","","","",""
"St. Lucia","LCA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","27.63597","28.07866","26.36748","25.4448","24.2363","24.28324","22.3534","22.40082"
"Latin America & Caribbean","LCN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","21.05366","21.5091","20.4406","19.76988","18.39179","17.75361","16.6998","16.70843"
"Least developed countries: UN classification","LDC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","46.02956","46.40986","46.57399","44.79335","44.42166","47.02634","44.92643","45.27822"
"Low income","LIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","39.92263","40.89373","41.1146","40.10659","39.06916","43.81605","42.53414","42.85612"
"Liechtenstein","LIE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Sri Lanka","LKA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","31.03378","31.23207","30.08397","28.89823","26.92278","25.33734","14.02545","11.09962"
"Lower middle income","LMC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","71.01803","71.50262","66.72721","67.56119","66.15828","68.2868","67.33328","67.80485"
"Low & middle income","LMY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","57.09704","57.60331","53.84323","54.33748","52.06723","53.40262","51.13102","51.49785"
"Lesotho","LSO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","32.2406","31.35474","31.21324","32.1487","33.0801","30.88498","28.33683","28.02865"
"Late-demographic dividend","LTE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","52.07747","52.66277","48.17101","48.99124","45.03104","44.53809","39.78065","40.0084"
"Lithuania","LTU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","14.97106","14.50968","13.78452","12.98119","12.84519","12.45504","11.82162","11.85328"
"Luxembourg","LUX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","12.95878","12.686","11.77558","11.60538","10.85761","11.00665","10.31198","10.36464"
"Latvia","LVA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","17.11506","16.57268","15.59856","14.88431","14.87909","13.9682","13.44747","13.42646"
"Macao SAR, China","MAC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"St. Martin (French part)","MAF","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Morocco","MAR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","29.64896","29.26656","27.79028","29.25952","29.94945","31.44009","32.93537","32.59354"
"Monaco","MCO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Moldova","MDA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","19.1161","19.92487","18.40928","17.4324","16.72646","17.07914","16.3638","16.25103"
"Madagascar","MDG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","22.66201","23.36286","22.71643","23.90916","23.51777","22.9504","22.89571","22.54228"
"Maldives","MDV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","11.30983","11.78963","11.15748","10.56968","9.921231","9.373944","7.972429","7.795821"
"Middle East & North Africa","MEA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","51.81086","50.2605","51.06","51.94019","50.52273","57.01834","55.80735","55.66933"
"Mexico","MEX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","26.36544","27.7413","25.98166","25.44909","23.09969","22.133","20.70683","20.92112"
"Marshall Islands","MHL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","12.94671","12.93217","12.12353","11.87439","11.07022","10.83767","10.152","10.24133"
"Middle income","MIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","58.84848","59.33183","55.17821","55.85023","53.46774","54.44994","52.08356","52.46922"
"North Macedonia","MKD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","34.45697","38.08312","34.65781","32.01505","31.79054","31.97599","29.59327","29.72694"
"Mali","MLI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","36.39766","35.14164","34.70023","32.30682","33.91612","41.92693","38.4804","38.52661"
"Malta","MLT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","16.4494","16.6443","15.39716","15.28194","14.4354","14.72246","13.81139","13.90954"
"Myanmar","MMR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","44.05612","43.6199","42.52281","42.88287","40.28897","38.51378","36.0337","35.55745"
"Middle East & North Africa (excluding high income)","MNA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","50.15897","48.2675","48.80947","49.9661","49.22615","54.46832","54.37256","53.85776"
"Montenegro","MNE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","25.05541","26.62922","24.6803","23.27423","21.94705","22.55969","20.92405","20.78181"
"Mongolia","MNG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","43.30465","45.36017","42.65437","42.32131","39.29514","42.51465","38.22282","40.11285"
"Northern Mariana Islands","MNP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","11.92638","12.19963","11.44","10.96502","10.31347","10.39771","9.917756","9.892981"
"Mozambique","MOZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.56147","22.60907","22.8676","22.63616","22.61416","21.90588","21.47183","21.2987"
"Mauritania","MRT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","39.63741","40.04314","42.34351","40.21579","43.11078","49.49826","46.66759","47.42299"
"Mauritius","MUS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","15.19477","15.2017","15.24586","15.55618","15.29265","14.44196","14.34638","14.45783"
"Malawi","MWI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","25.6962","25.16501","25.7384","24.68348","25.19823","24.53743","23.09262","23.56592"
"Malaysia","MYS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","18.59375","19.20261","19.18222","17.55445","16.92316","17.44091","15.75129","16.03581"
"North America","NAC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","9.26317","9.630803","8.91489","8.641425","8.142207","7.973323","7.321017","7.311042"
"Namibia","NAM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","27.6599","27.01015","26.79871","27.09282","26.01812","26.91002","25.55214","25.35877"
"New Caledonia","NCL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Niger","NER","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","69.15018","72.98277","72.54464","63.03172","60.54136","87.28128","87.70847","94.05382"
"Nigeria","NGA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","52.60906","50.97309","56.12964","49.74069","48.63337","75.39899","71.3696","71.79817"
"Nicaragua","NIC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","22.49227","22.47952","22.35271","21.92908","19.38772","18.56913","17.72773","17.61418"
"Netherlands","NLD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","15.23243","14.98814","13.81241","13.04315","12.8288","12.93211","12.02524","12.03441"
"Norway","NOR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","8.341507","8.853511","7.925281","7.633675","7.670896","7.242775","6.959457","6.95652"
"Nepal","NPL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","100.7844","100.7661","96.96329","95.31399","98.11602","96.25277","98.05471","99.73437"
"Nauru","NRU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"New Zealand","NZL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","7.152866","7.420696","6.835836","6.781886","6.357904","6.330434","5.987363","5.956001"
"OECD members","OED","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","17.14586","17.27386","16.31072","16.07087","15.33776","15.45892","14.48499","14.53098"
"Oman","OMN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","37.51533","39.10379","40.73328","41.05277","37.71088","42.62759","41.78219","41.11524"
"Other small states","OSS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","32.36459","32.46158","33.51364","33.42421","32.46595","35.84468","34.25447","34.75443"
"Pakistan","PAK","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","68.00519","68.54494","62.37665","61.02216","59.51836","60.08589","58.63276","58.28242"
"Panama","PAN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","14.13892","14.29604","13.97237","13.39787","12.92162","12.49074","11.46555","11.40005"
"Peru","PER","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","31.50257","31.57117","30.49446","29.74309","27.58267","26.03727","25.54275","24.78673"
"Philippines","PHL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.59232","22.75483","22.54958","21.21629","20.25959","19.58154","18.22693","18.0698"
"Palau","PLW","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Papua New Guinea","PNG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","14.94136","15.51903","14.60653","13.95263","13.2453","13.26173","12.61506","12.29442"
"Poland","POL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","27.1765","26.37251","24.26398","22.92872","22.21089","22.69132","20.97577","20.87782"
"Pre-demographic dividend","PRE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","42.33132","42.38234","44.09101","41.55033","40.54016","50.26089","48.38081","48.63557"
"Puerto Rico","PRI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","10.37255","10.57941","9.966244","9.703754","9.089228","8.92091","8.342871","8.349033"
"Korea, Dem. Peopleâ€™s Rep.","PRK","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","39.34266","38.89337","36.40751","37.13486","35.24022","37.41178","31.75842","32.00745"
"Portugal","PRT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","10.07689","10.35501","9.484803","9.432044","8.784793","8.823283","8.052764","8.160752"
"Paraguay","PRY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","15.10292","14.59812","13.94831","12.92657","12.64108","13.03807","11.64932","11.90908"
"West Bank and Gaza","PSE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","33.00667","32.87331","32.76946","33.49296","33.44828","33.89141","32.74207","33.22563"
"Pacific island small states","PSS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","13.84473","14.03611","13.06153","12.45049","12.00546","11.99834","11.30303","11.26764"
"Post-demographic dividend","PST","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","14.1713","14.41371","13.35928","13.13167","12.43515","12.53413","11.60127","11.59309"
"French Polynesia","PYF","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Qatar","QAT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","84.1229","81.27301","89.24697","88.89052","78.83284","94.40389","88.22245","91.18733"
"Romania","ROU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","17.06215","17.63675","16.31585","15.36931","15.0065","15.43356","14.53706","14.61134"
"Russian Federation","RUS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","19.48031","19.19151","18.30434","17.79507","16.58216","17.01919","16.21989","16.16022"
"Rwanda","RWA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","41.44091","42.68096","44.5609","44.41159","42.21149","42.61449","42.8438","43.21022"
"South Asia","SAS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","89.16765","90.56947","82.73166","84.69026","83.06717","82.72488","81.98118","82.86952"
"Saudi Arabia","SAU","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","81.69918","82.41903","85.5133","83.63099","75.60844","97.43229","84.46578","87.94545"
"Sudan","SDN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","47.26206","51.15243","49.68594","48.02814","48.14174","58.90479","54.14728","55.37083"
"Senegal","SEN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","34.98538","35.9354","36.16776","34.01822","36.82684","44.3408","38.69495","40.69583"
"Singapore","SGP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","20.60946","19.34942","20.88649","18.70707","17.40888","20.66339","18.7978","19.07826"
"Solomon Islands","SLB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","14.37426","14.37537","13.43024","12.55325","12.17203","12.6997","11.83069","11.87912"
"Sierra Leone","SLE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","18.52889","18.74316","20.10129","18.43567","17.69823","22.5286","21.34393","21.62595"
"El Salvador","SLV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","30.46194","33.62827","30.93397","30.75988","27.50259","26.47473","24.73649","24.47229"
"San Marino","SMR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Somalia","SOM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","29.00019","31.23016","31.5871","29.55157","30.40108","32.01839","31.75175","32.03458"
"Serbia","SRB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","29.10059","31.03403","28.58475","27.43079","26.49207","26.95438","24.78062","24.72636"
"Sub-Saharan Africa (excluding high income)","SSA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","38.24758","38.39538","39.86526","37.94871","37.26271","45.71274","44.40788","44.65183"
"South Sudan","SSD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","43.22534","45.10147","43.97406","42.642","41.90056","47.76803","44.84657","45.57751"
"Sub-Saharan Africa","SSF","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","38.21263","38.36121","39.8298","37.9172","37.23258","45.67067","44.36851","44.61324"
"Small states","SST","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","29.34714","29.60183","30.07786","29.86596","28.8682","31.46494","30.07733","30.47225"
"Sao Tome and Principe","STP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","27.12662","27.86024","25.91584","27.65882","27.8623","28.43209","28.66654","28.53958"
"Suriname","SUR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","29.83189","31.03872","29.13361","28.80832","25.99885","25.97328","25.31698","24.78001"
"Slovak Republic","SVK","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","21.69022","21.7672","19.76493","19.31549","18.30418","18.80265","17.35366","17.56291"
"Slovenia","SVN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","18.68166","19.51414","17.67008","17.57138","16.6327","17.12815","15.91274","16.02398"
"Sweden","SWE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","7.209759","7.391221","6.627942","6.431169","6.959198","6.322498","6.114258","6.184665"
"Eswatini","SWZ","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","18.12819","17.97331","18.18233","18.30781","17.97878","17.92481","17.14855","17.16879"
"Sint Maarten (Dutch part)","SXM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Seychelles","SYC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","21.09127","21.61036","21.49534","20.96974","20.97052","20.05359","20.40382","20.17865"
"Syrian Arab Republic","SYR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","42.65768","41.12495","41.01684","41.91497","41.53448","44.31391","43.70255","43.75726"
"Turks and Caicos Islands","TCA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Chad","TCD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","56.58663","55.19516","58.67539","53.05641","51.24717","68.68239","64.77077","66.02921"
"East Asia & Pacific (IDA & IBRD countries)","TEA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","56.05483","56.60655","51.83336","52.63415","48.28311","47.49868","42.43189","42.67141"
"Europe & Central Asia (IDA & IBRD countries)","TEC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","26.61165","26.34387","25.37321","24.87366","24.0569","25.13329","23.99138","24.09235"
"Togo","TGO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","30.52294","30.85481","31.36921","29.56593","28.93629","38.35682","37.05111","35.73134"
"Thailand","THA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","31.5654","31.60963","31.52531","31.17472","29.36464","27.34457","26.25805","26.25673"
"Tajikistan","TJK","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","50.40542","54.31996","48.9896","49.55314","46.48083","47.79297","43.37771","46.15219"
"Turkmenistan","TKM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","24.85183","25.4961","23.80201","23.72189","22.08491","22.97054","21.74112","21.76772"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","21.06461","21.51253","20.45018","19.77049","18.38987","17.74335","16.68744","16.69618"
"Timor-Leste","TLS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.4924","23.75672","22.46662","21.96462","20.4501","20.62319","20.0179","19.25721"
"Middle East & North Africa (IDA & IBRD countries)","TMN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","50.35637","48.44597","48.99667","50.15951","49.41244","54.71259","54.63071","54.10478"
"Tonga","TON","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","13.53195","13.51709","12.43817","12.14771","12.05764","11.31297","10.95142","10.78548"
"South Asia (IDA & IBRD)","TSA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","89.16765","90.56947","82.73166","84.69026","83.06717","82.72488","81.98118","82.86952"
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","38.21263","38.36121","39.8298","37.9172","37.23258","45.67067","44.36851","44.61324"
"Trinidad and Tobago","TTO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","28.70419","29.85162","27.9425","27.15874","24.85584","24.89808","24.23048","24.10857"
"Tunisia","TUN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","35.54549","33.86835","32.81581","35.65414","34.69206","36.30425","38.45049","37.65599"
"Turkey","TUR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","43.82123","40.54511","41.92092","42.06258","42.59577","45.40156","44.48276","44.31153"
"Tuvalu","TUV","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Tanzania","TZA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","28.60753","28.72877","29.96984","29.35963","28.87372","28.24045","28.44357","29.07664"
"Uganda","UGA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","44.7587","47.06117","49.62673","47.72116","46.93057","48.94936","51.94411","50.49432"
"Ukraine","UKR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.52266","23.9711","22.32879","21.5324","20.4869","21.24645","20.61819","20.30978"
"Upper middle income","UMC","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","47.19649","47.58824","43.95447","44.3897","40.96402","40.72304","36.85254","37.04924"
"Uruguay","URY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","11.02706","11.46873","10.56729","10.45561","9.926816","9.659454","9.197441","9.274883"
"United States","USA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","9.358636","9.740641","9.003163","8.734777","8.22072","8.06392","7.406464","7.409442"
"Uzbekistan","UZB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","32.07745","33.99384","31.66211","30.80519","28.90004","30.39433","27.81435","28.4559"
"St. Vincent and the Grenadines","VCT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","26.39666","27.58281","25.75408","24.76218","23.03093","23.47317","22.07655","22.20052"
"Venezuela, RB","VEN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","21.68287","22.03311","21.24573","20.42895","19.10406","18.30301","16.76799","17.00855"
"British Virgin Islands","VGB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Virgin Islands (U.S.)","VIR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","12.7521","12.99374","12.23312","11.95551","11.16582","11.0289","10.26484","10.26531"
"Vietnam","VNM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","39.3654","38.48697","37.22745","36.83591","34.89602","32.46644","30.24131","29.62673"
"Vanuatu","VUT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","14.12951","14.38296","13.24245","12.74069","11.93385","12.15721","11.59091","11.65278"
"World","WLD","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","50.25199","50.77102","47.5331","47.94782","45.94425","47.2315","45.15712","45.52953"
"Samoa","WSM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","14.28809","14.6931","13.62788","13.38252","12.64356","12.3218","11.3663","11.54803"
"Kosovo","XKX","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","",""
"Yemen, Rep.","YEM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","45.97947","50.83529","51.43445","52.99844","48.33865","54.26029","50.12763","50.45601"
"South Africa","ZAF","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","27.13859","26.55787","26.57709","26.72926","26.72221","26.11297","25.14042","25.1022"
"Zambia","ZMB","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","28.83638","28.98712","29.74204","29.11222","28.49325","28.37545","27.35567","27.43803"
"Zimbabwe","ZWE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","23.23148","23.07421","23.1981","23.11109","22.80595","21.73371","21.72695","22.25167"
